Timestamp,Vote for your least favorite season!
8/12/2020 17:28:37,Season 2
8/12/2020 17:30:21,Season 9
8/12/2020 17:45:12,Thailand Season 2
8/12/2020 17:56:40,Season 9
8/12/2020 18:04:57,Season 2
8/12/2020 18:10:39,Season 2
8/12/2020 18:10:51,Season 12
8/12/2020 18:13:12,Thailand Season 2
8/12/2020 18:17:27,Season 9
8/12/2020 18:26:31,Thailand Season 2
8/12/2020 18:26:36,Season 5
8/12/2020 18:36:16,Season 2
8/12/2020 18:38:38,Season 6
8/12/2020 18:54:16,Season 3
8/12/2020 19:03:59,Thailand Season 2
8/12/2020 19:08:50,Thailand Season 2
8/12/2020 19:17:11,Season 3
8/12/2020 19:39:17,Thailand Season 2
8/12/2020 19:42:52,UK Season 1
8/12/2020 19:52:14,Season 6
8/12/2020 19:52:33,Season 2
8/12/2020 19:57:52,Season 2
8/12/2020 20:18:43,Season 2
8/12/2020 20:25:39,Thailand Season 2
8/12/2020 20:33:53,Thailand Season 2
8/12/2020 20:37:04,Thailand Season 2
8/12/2020 21:08:37,Season 2
8/12/2020 21:11:51,UK Season 1
8/12/2020 21:54:54,Season 2
8/12/2020 22:55:00,Season 3
8/12/2020 23:09:42,Season 6
8/12/2020 23:11:33,Season 6
8/12/2020 23:19:52,Thailand Season 2
8/12/2020 23:27:56,UK Season 1
8/12/2020 23:32:06,Season 3
8/12/2020 23:46:59,Season 3
8/12/2020 23:47:55,Season 9
8/13/2020 0:01:00,Season 2
8/13/2020 0:13:24,Thailand Season 2
8/13/2020 0:33:45,Thailand Season 2
8/13/2020 0:36:11,Season 2
8/13/2020 0:39:05,Season 2
8/13/2020 0:42:21,Thailand Season 2
8/13/2020 0:50:35,Season 2
8/13/2020 0:58:41,Season 9
8/13/2020 1:06:40,UK Season 1
8/13/2020 1:19:21,Season 2
8/13/2020 1:34:00,Thailand Season 2
8/13/2020 1:40:42,Thailand Season 2
8/13/2020 2:19:44,Season 2
8/13/2020 2:39:49,Season 2
8/13/2020 2:54:47,Season 3
8/13/2020 3:00:36,All Stars 2
8/13/2020 3:14:09,Season 2
8/13/2020 4:01:59,Thailand Season 2
8/13/2020 4:04:18,UK Season 1
8/13/2020 4:22:17,Thailand Season 2
8/13/2020 5:23:42,Season 2
8/13/2020 5:54:38,Season 2
8/13/2020 8:25:39,UK Season 1
8/13/2020 8:47:09,Season 3
8/13/2020 9:46:37,Season 3
8/13/2020 9:50:57,Season 2
8/13/2020 9:54:52,Season 2
8/13/2020 10:52:01,Season 2
8/13/2020 10:56:08,Season 2
8/13/2020 11:40:08,Thailand Season 2
8/13/2020 11:42:16,Season 2
8/13/2020 11:43:58,All Stars 2
8/13/2020 11:49:09,Season 12
8/13/2020 11:53:35,Thailand Season 2
8/13/2020 12:12:58,Thailand Season 2
8/13/2020 12:13:32,UK Season 1
8/13/2020 12:28:37,Season 12
8/13/2020 13:12:27,Season 2
8/13/2020 13:53:49,Thailand Season 2
8/13/2020 13:54:30,Thailand Season 2
